1.2834; 1.57455
1.26919; 1.32653
1.15036; 1.43756
1.20786; 1.38005
1.32552; 1.44035
1.56697; 1.5084
1.27561; 1.21734
0.98377; 1.33068
1.14921; 1.49353
1.09948; 1.44629
1.27561; 1.44912
1.16439; 1.62959
1.09176; 1.95281
0.976864; 1.32134
1.04798; 1.39695
1.56222; 1.33038
1.34308; 1.34271
1.16085; 1.45065
1.09948; 1.50412
1.16203; 1.16179
1.27303; 1.27272
1.28209; 1.57295
0.919412; 1.09162
0.98377; 1.56199
1.21764; 1.85467
1.56539; 1.50687
1.33492; 1.39256
0.979812; 1.44053
1.21396; 1.44477
1.1585; 1.56348
1.39718; 1.33859
1.26791; 1.49797
1.09948; 1.61976
0.86369; 1.5542
1.20786; 1.66741
1.51819; 1.45931
1.22259; 1.16412
1.15617; 1.56033
1.09396; 1.66915
1.21396; 1.32923
1.45095; 1.56647
1.39576; 1.45346
1.21887; 1.39262
0.982777; 1.27156
1.10171; 1.39127
1.33899; 1.74581
1.09948; 1.44629
1.20786; 1.43753
1.03328; 1.66417
1.62662; 1.50988
1.21887; 1.2186
1.10282; 1.45068
1.15967; 1.44919
1.09616; 1.21129
1.33492; 1.27655
1.27046; 1.44329
1.45242; 1.56806
1.22135; 1.33732
1.26283; 1.72138
1.16557; 1.7477
1.33222; 1.79485
1.38872; 1.33048
1.26536; 1.38002
1.03224; 1.4333
1.33763; 1.62783
1.51202; 1.39528
1.04479; 1.3927
0.982777; 1.32934
1.21641; 1.33192
1.39435; 1.33588
1.33763; 1.62783
1.21029; 1.49801
1.26791; 1.44038
1.15152; 1.55406
1.21396; 1.73357
1.39718; 1.74576
1.16203; 1.27793
0.805309; 1.32273
1.09286; 1.43758
1.16085; 1.50865
1.50439; 1.73511
1.39294; 1.39252
1.03224; 1.31868
1.15384; 1.49954
1.15733; 1.3306
1.27819; 1.27787
1.22508; 1.458
0.977845; 1.55259
1.09506; 1.38288
1.32286; 1.37999
1.32953; 1.38694
1.28209; 1.63118
0.806929; 1.67097
1.32819; 1.15469
1.33492; 1.50855
1.39576; 1.39535
1.20908; 1.38143
0.861957; 1.43624
1.22011; 1.51015
1.43353; 1.77682
1.39718; 1.6876
1.09948; 1.33063
1.10059; 1.21619
0.98377; 1.44634
1.09616; 1.55722
1.40145; 1.45938
1.26536; 1.26506
1.21151; 1.21124
1.03535; 1.49509
1.33357; 1.62289
1.34035; 1.45645
1.16085; 1.33464
1.04373; 1.33335
1.10059; 1.50563
1.4539; 1.3372
1.27819; 1.394
1.09067; 1.60678
1.27175; 1.3292
1.10282; 1.50868
1.16321; 1.51171
1.10171; 1.62303
0.811829; 1.44934
1.15152; 1.55406
1.04268; 1.27411
1.50591; 1.21599
1.33492; 1.62454
1.09726; 1.44338
1.26791; 1.49797
1.49834; 1.49783
1.39576; 1.56969
1.05118; 1.51793
1.21887; 1.62461
1.14921; 1.72318
1.03535; 1.61004
1.45095; 1.45049
1.16321; 1.56983
1.28733; 1.46243
0.806929; 1.90129
1.33087; 1.73524
1.43929; 1.32377
1.38732; 1.2136
1.09616; 1.32661
1.03431; 1.55101
1.16557; 1.57302
1.21764; 1.56503
1.34035; 1.28174
1.04904; 1.28188
1.26409; 1.32121
1.15384; 1.61484
1.56222; 1.61945
1.44364; 1.67397
1.22135; 1.2792
1.20544; 1.37728
1.16557; 1.45655
1.21029; 1.44042
1.33492; 1.68252
1.32552; 1.26757
0.986759; 1.50874
1.48935; 1.66055
1.26283; 1.54933
1.16439; 1.45507
0.98377; 1.215
1.27432; 1.33189
1.55126; 1.32105
1.44948; 1.44902
1.1107; 1.3442
1.16321; 1.80225
0.806118; 1.84186
1.32419; 1.38137
1.38592; 1.44322
1.50896; 1.27646
1.04479; 1.45071
1.21151; 1.55716
1.1585; 1.27406
1.34035; 1.28174
1.5151; 1.39811
1.27303; 1.27272
1.09396; 1.43903
1.15268; 1.61321
1.27949; 1.62787
1.34171; 1.74936
0.979812; 1.55571
1.15384; 1.55719
1.09837; 1.5026
1.22383; 1.51475
0.930611; 1.27932
0.978827; 1.55415
1.37759; 1.54926
1.50287; 1.4446
1.51202; 1.5115
1.10282; 1.62468
1.16085; 1.39265
1.03744; 1.3253
1.09837; 1.56036
1.56856; 1.33577
0.985761; 1.56515
1.21518; 1.3884
1.03639; 1.55412
1.32419; 1.43891
1.49834; 1.44024
1.33087; 1.44617
1.33087; 1.50399
1.03848; 1.4996
1.21396; 1.50254
1.45389; 1.51154
1.32819; 1.67405
1.49683; 1.84142
1.27046; 1.73178
1.33627; 1.68423
1.38732; 1.79119
1.155; 1.61646
1.15733; 1.38843
1.21641; 1.21614
1.22508; 1.39971
1.22011; 1.85842
0.986759; 1.68273
1.04163; 1.6776
1.21396; 1.32923
1.67281; 1.78735
1.32953; 1.67574
1.2769; 1.50859
1.04058; 1.44486
0.980798; 1.55728
1.21273; 1.50102
1.10618; 1.16417
1.2834; 1.39967
0.973934; 1.66087
1.14691; 1.60515
1.21641; 1.38981
1.28733; 1.34548
1.33492; 1.56655
1.26536; 1.66737
1.27046; 1.27015
1.22259; 1.2805
1.16085; 1.62464
1.16557; 1.80591
0.807742; 1.73029
1.32552; 1.44035
1.67619; 1.55998
1.45833; 1.51615
1.15967; 1.39124
0.86369; 1.61174
0.98776; 1.85857
1.49985; 1.61461
1.45982; 1.34264
1.10282; 1.33467
1.21887; 1.79857
1.09726; 1.61649
1.04585; 1.51024
1.45095; 1.50848
1.51049; 1.50997
1.09067; 1.66414
1.27175; 1.5025
1.39718; 1.80392
1.33222; 1.27397
1.10282; 1.62468
0.981787; 1.84734
1.04163; 1.6776
1.38174; 1.4964
1.79715; 1.39084
1.20908; 1.32389
1.26663; 1.3814
1.21273; 1.50102
1.28079; 1.57135
1.49533; 1.66721
1.09726; 1.50108
1.32819; 1.15469
1.08958; 1.49058
1.62498; 1.56634
0.993807; 1.34425
0.935358; 1.46112
1.22633; 1.16768
0.978827; 1.61168
1.73221; 1.15447
1.73395; 1.2134
1.09616; 1.55722
1.15967; 1.73886
0.922186; 1.67092
1.33492; 1.39256
1.32953; 1.32917
1.21029; 1.38282
1.2769; 1.45059
0.693759; 1.67607
1.22259; 1.57139
1.27432; 1.33189
1.43929; 1.49636
1.26791; 1.61314
1.26536; 1.49497
1.50136; 1.50085
1.38732; 1.56019
1.15384; 1.49954
1.27046; 1.67409
1.10394; 1.62632
1.10394; 1.62632
1.16557; 1.39831
1.33492; 1.50855
1.26536; 1.32254
1.1585; 1.56348
1.40431; 1.46236
1.16439; 1.62959
1.09837; 1.32929
1.09286; 1.20764
1.32953; 1.44471
1.33222; 1.67912
1.39435; 1.80026
1.21518; 1.61969
1.09837; 1.56036
1.38452; 1.1535
1.4364; 1.72298
1.50896; 1.62441
1.21151; 1.2689
1.09948; 1.56194
1.38452; 1.67233
1.10171; 1.68097
1.28602; 1.40253
1.04058; 1.38709
1.2603; 1.48899
1.38313; 1.32513
1.21887; 1.39262
1.22633; 1.80955
1.03639; 1.78423
1.09616; 1.32661
1.33222; 1.21608
1.56065; 1.61782
1.49985; 1.44169
1.09616; 1.49957
1.21396; 1.5603
1.45095; 1.68244
1.32953; 1.56023
1.56222; 1.50383
1.21029; 1.67076
1.21029; 1.49801
1.15733; 1.50409
1.2834; 1.57455
1.22259; 1.57139
0.919412; 1.43622
